Review,Annotator_Sakib,Annotator_Sabbir,Annotator_Talha,Sentiment
জিনিসটা ভালো৷ তবে ডেলিভারি চার্চসহ দামটা বেশী হয়ে গেছে,SlightlyPositive,SlightlyPositive,SlightlyPositive,
"আলো অনেক কম। যেখানে রাখা হয় সেখানেই বেশি আলো,,আলোটা ছড়ায় না।",SlightlyNegative,SlightlyNegative,SlightlyNegative,
"জিনিস ভালো ,যে কালার চেয়েছিলাম সেটা পায়নি এবং সাইজ অনেক ছোট।",SlightlyNegative,SlightlyNegative,SlightlyNegative,
"জিনিষের কোয়ালিটি অনুযায়ী দাম অনেক বেশী,ছবিতে  যেভাবে আলো হয় বাস্তবে এতো আলো লাগে নি আমার",Negative,Negative,Negative,
এত ফালতু এবং এত ছোট জিনিস একদম ছোট একটা জিনিস চার্জারের সমান ছবিতে মনে হচ্ছে যেন অনেক বড় ফালতু প্লিজ কেউ নিয়েন না একদম ফরওয়ার্ডিং জিনিস একদম ছোট এবং ভালো না আসলে ছোট বেশি ছোট তো বড় হলে সুন্দর হতো,StronglyNegative,StronglyNegative,StronglyNegative,
যাহোক এটলিস্ট ড্যামেজড ছিল না। আর ২ প্যাকেজ হওয়াতেও মিস প্লেস করে নাই এটলিস্ট!।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
ধন্যবাদ সেলার কে তার ভালো কমিউনিকেশন ও দ্রুত শিপমেন্ট এর জন্য। আপনার ব্যবসায় সফল হোক। ❤️,Positive,Positive,Positive,
উপর থেকে দেখে বোঝা যায় সেন্সরটাও পজিশনমত বসাতে পারে নাই।,Negative,Negative,Negative,
সেলারের আরো সতর্ক হওয়া উচিত ছিল।,SlightlyNegative,SlightlyNegative,SlightlyNegative,
জিনিসটা জোস। প্রাইস আরেকটু কম হলে পারফেক্ট হত।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
আলো মোটামুটি ভালই।ছোট রুম হলে সমস্যা নেই। চালায় নেয়া যাবে,SlightlyPositive,SlightlyPositive,SlightlyPositive,
লাইটের কথা কি আর বলব এত গরম হয় যে মনে হয় এখনই পুড়ে যাবে 🙁,SlightlyNegative,SlightlyNegative,SlightlyNegative,
ভালোই ছিলো কিন্তু দামটা বেশি হয়ে গেছে গাড়ি ভারা ফ্রী হরে ভালো হতো 😒,Neutral,Neutral,Neutral,
"অনেক ভালো সেন্সর লাইট টা, আপনারা চাইলে নিতে পারেন, আমি এটাকে ফাইভ স্টার থেকে তিরি স্টার দিচ্ছি",StronglyPositive,StronglyPositive,StronglyPositive,
"প্রথমত এটার আলো কম, তারপর একদম সস্তা প্লাস্টিকের তৈরি। আলোটা আর একটু বেশি হওয়া দরকার।",Negative,Negative,Negative,
প্রোডাক্ট খারাপ না ভাল লেগেছে।,SlightlyPositive,SlightlyPositive,SlightlyPositive,
মোটামটি ভালোই কিন্তু একটু গরম হই  এবং সাইজ টা যা ভাবছিলাম তার চাইতে একটু ছোট তবে ভালো একটা জিনিস সবাই নিতে পারেন,Positive,Positive,Positive,
তেমন আহামরি জিনিস না । ১৩৭ টাকা দিয়ে কিনা লস হবে ।,Negative,Negative,Negative,
সেন্সর বেশ ভালভাবেই কাজ করছে। খুব ছোট লাইট।সেলারকে যেটা দিতে বলেছি সেলার সেইটাই দিয়েছেন। সেলার ভাইয়ের ব্যাবহার অনেক ভালো। সব ঠিকঠাকমতোই পেয়েছি। আপাতত কোন সমস্যা পাইনি।দাম হিসাবে ওকে,Positive,Positive,Positive,
"প্রোডাক্ট দেওয়ার আগে চেক করে দেওয়ার দরকার ছিলো, আমাকে নষ্ট প্রোডাক্ট দেওয়া হয়েছে, বাটন ও ফিনিশিং ঠিক নাই।",Negative,Negative,Negative,
দেখে মনে হচ্ছে দুই ডুপ্লিকেট প্রোডাক্ট।,Negative,Negative,Negative,
আমি প্যাকেট খুলে দেখি প্যাকেট এর গায়ে হলুদ কিছু দাগ আসে । আমি যেহেতু science  এর student  তাই বুঝতে পারলাম ওটা ঝোল এর দাগ। আর ear phone এর এক দিকে শোনা যায় ওন্নো দিকে শোনা যায় না। আপাতত তাই ১ স্টার রেটিং দিলাম। refund করে টাকা ফেরত পাইলে সরায়ে নিব।,StronglyNegative,StronglyNegative,StronglyNegative,
